"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions","","html-keyboard-response","1654","3098464","0.0-5.0-130.0-0.0","32","45313","Female","815","","","","75","","128","","","3097643","2","","","","0","","815","170977","821","172080","","","0","46","33","objects","body_parts","","","","","","0","","","","3800","2","33","46","body_parts","objects","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","0","68","","","","","","","unchosen","0","no_gain1","gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1655","3098970","0.0-5.0-130.0-1.0-0.0","32","45313","Female","null","","","","null","","128","","","3098464","2","","","","","","500","171792","506","172901","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1656","3102777","0.0-5.0-130.0-3.0","32","45313","Female","null","","","","null","","128","","","3098970","2","","","","","","3800","172292","3807","173407","3800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1657","3103618","0.0-5.0-131.0-0.0","32","45313","Female","834","","","","68","","129","","","3102777","2","","","","0","","834","176092","841","177214","","","1","29","14","body_parts","faces","","","","","","0","","","","1300","2","29","14","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","91","88","","","","","","","chosen","1","gain1","no_gain6","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1658","3104123","0.0-5.0-131.0-1.0-0.0","32","45313","Female","null","","","","null","","129","","","3103618","2","","","","","","500","176926","505","178055","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1659","3105428","0.0-5.0-131.0-3.0","32","45313","Female","null","","","","null","","129","","","3104123","2","","","","","","1300","177426","1305","178560","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1660","3106451","0.0-5.0-132.0-0.0","32","45313","Female","1016","","","","68","","130","","","3105428","2","","","","0","","1016","178726","1023","179865","","","1","22","20","faces","faces","","","","","","0","","","","2900","2","22","20","faces","faces","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","13","19","","","","","","","unchosen","1","gain6","no_gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1661","3106956","0.0-5.0-132.0-1.0-0.0","32","45313","Female","null","","","","null","","130","","","3106451","2","","","","","","500","179742","505","180888","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1662","3109863","0.0-5.0-132.0-3.0","32","45313","Female","null","","","","null","","130","","","3106956","2","","","","","","2900","180242","2907","181393","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1663","3110450","0.0-5.0-133.0-0.0","32","45313","Female","581","","","","75","","131","","","3109863","2","","","","0","","581","183142","587","184300","","","0","23","30","faces","body_parts","","","","","","0","","","","1200","2","30","23","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","36","75","","","","","","","chosen","0","no_gain5","gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1664","3110959","0.0-5.0-133.0-1.0-0.0","32","45313","Female","null","","","","null","","131","","","3110450","2","","","","","","500","183723","509","184887","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1665","3112165","0.0-5.0-133.0-3.0","32","45313","Female","null","","","","null","","131","","","3110959","2","","","","","","1200","184223","1206","185396","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1666","3113036","0.0-5.0-134.0-0.0","32","45313","Female","865","","","","75","","132","","","3112165","2","","","","0","","865","185423","871","186602","","","0","0","30","outdoor_scenes","body_parts","","","","","","0","","","","1300","2","30","0","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","36","100","","","","","","","chosen","0","no_gain5","gain6","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1667","3113542","0.0-5.0-134.0-1.0-0.0","32","45313","Female","null","","","","null","","132","","","3113036","2","","","","","","500","186288","506","187473","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1668","3114846","0.0-5.0-134.0-3.0","32","45313","Female","null","","","","null","","132","","","3113542","2","","","","","","1300","186788","1304","187979","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1669","3115824","0.0-5.0-135.0-0.0","32","45313","Female","972","","","","75","","133","","","3114846","2","","","","0","","972","188088","978","189283","","","0","22","35","faces","body_parts","","","","","","0","","","","2500","2","35","22","body_parts","faces","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","21","13","","","","","","","unchosen","0","no_gain2","gain6","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1670","3116330","0.0-5.0-135.0-1.0-0.0","32","45313","Female","null","","","","null","","133","","","3115824","2","","","","","","500","189060","506","190261","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1671","3118835","0.0-5.0-135.0-3.0","32","45313","Female","null","","","","null","","133","","","3116330","2","","","","","","2500","189560","2505","190767","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1672","3119737","0.0-5.0-136.0-0.0","32","45313","Female","896","","","","75","","134","","","3118835","2","","","","0","","896","192060","902","193272","","","0","5","26","outdoor_scenes","body_parts","","","","","","0","","","","3000","2","26","5","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","0","71","","","","","","","chosen","1","gain5","no_gain3","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1673","3120241","0.0-5.0-136.0-1.0-0.0","32","45313","Female","null","","","","null","","134","","","3119737","2","","","","","","500","192956","504","194174","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1674","3123246","0.0-5.0-136.0-3.0","32","45313","Female","null","","","","null","","134","","","3120241","2","","","","","","3000","193456","3005","194678","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1675","3123826","0.0-5.0-137.0-0.0","32","45313","Female","574","","","","68","","135","","","3123246","2","","","","0","","574","196456","580","197683","","","1","43","30","objects","body_parts","","","","","","0","","","","4200","2","43","30","objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","66","36","","","","","","","chosen","1","gain4","no_gain5","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1676","3124332","0.0-5.0-137.0-1.0-0.0","32","45313","Female","null","","","","null","","135","","","3123826","2","","","","","","500","197030","506","198263","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1677","3128538","0.0-5.0-137.0-3.0","32","45313","Female","null","","","","null","","135","","","3124332","2","","","","","","4200","197530","4206","198769","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1678","3129475","0.0-5.0-138.0-0.0","32","45313","Female","931","","","","68","","136","","","3128538","2","","","","0","","931","201730","937","202975","","","1","27","22","body_parts","faces","","","","","","0","","","","1700","2","27","22","body_parts","faces","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","100","13","","","","","","","unchosen","0","no_gain6","gain6","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1679","3129982","0.0-5.0-138.0-1.0-0.0","32","45313","Female","null","","","","null","","136","","","3129475","2","","","","","","500","202661","507","203912","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1680","3131688","0.0-5.0-138.0-3.0","32","45313","Female","null","","","","null","","136","","","3129982","2","","","","","","1700","203161","1706","204419","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1681","3132763","0.0-5.0-139.0-0.0","32","45313","Female","1069","","","","75","","137","","","3131688","2","","","","0","","1069","204861","1075","206125","","","0","29","5","body_parts","outdoor_scenes","","","","","","0","","","","1300","2","5","29","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","71","91","","","","","","","chosen","0","no_gain3","gain1","","1","","","","","","","","","","","","","","",""
